Time (s),T1 (°C),T2 (°C),Heater Input (V),Fan Input (V),Vane Input (V)
5.5,22.314,23.047,9.043,0.0,0.0
5.6,22.314,22.998,9.22,0.0,0.0
5.7,22.314,22.998,9.397,0.0,0.0
5.8,22.363,23.047,9.574,0.0,0.0
5.9,22.314,22.998,9.75,0.0,0.0
6.0,22.363,22.998,9.927,0.0,0.0
6.1,22.363,22.998,10.0,0.0,0.0
6.2,22.363,22.998,10.0,0.0,0.0
6.3,22.412,22.998,10.0,0.0,0.0
6.4,22.412,22.998,10.0,0.0,0.0
6.5,22.363,22.998,10.0,0.0,0.0
6.6,22.412,23.047,10.0,0.0,0.0
6.7,22.412,23.047,10.0,0.0,0.0
6.8,22.461,22.998,10.0,0.0,0.0
6.9,22.461,22.998,10.0,0.0,0.0
7.0,22.461,22.998,10.0,0.0,0.0
7.1,22.51,22.998,10.0,0.0,0.0
7.2,22.461,22.998,10.0,0.0,0.0
7.3,22.51,23.047,10.0,0.0,0.0
7.4,22.51,22.998,10.0,0.0,0.0
7.5,22.559,22.998,10.0,0.0,0.0
7.6,22.559,23.047,10.0,0.0,0.0
7.7,22.607,23.047,10.0,0.0,0.0
7.8,22.607,22.998,10.0,0.0,0.0
7.9,22.607,22.998,10.0,0.0,0.0
8.0,22.656,22.998,10.0,0.0,0.0
8.1,22.656,23.047,10.0,0.0,0.0
8.2,22.656,22.998,10.0,0.0,0.0
8.3,22.705,23.047,10.0,0.0,0.0
8.4,22.754,23.047,10.0,0.0,0.0
8.5,22.754,22.998,10.0,0.0,0.0
8.6,22.754,22.998,10.0,0.0,0.0
8.7,22.803,23.047,10.0,0.0,0.0
8.8,22.852,23.047,10.0,0.0,0.0
8.9,22.803,22.998,10.0,0.0,0.0
9.0,22.852,22.998,10.0,0.0,0.0
9.1,22.9,23.047,10.0,0.0,0.0
9.2,22.949,23.047,10.0,0.0,0.0
9.3,22.949,22.998,10.0,0.0,0.0
9.4,22.949,22.998,10.0,0.0,0.0
9.5,22.998,22.998,10.0,0.0,0.0
9.6,23.047,22.998,10.0,0.0,0.0
9.7,23.096,23.047,10.0,0.0,0.0
9.8,23.145,23.047,10.0,0.0,0.0
9.9,23.145,23.047,10.0,0.0,0.0
10.0,23.193,23.047,10.0,0.0,0.0
10.1,23.242,23.047,10.0,0.0,0.0
10.2,23.242,23.047,10.0,0.0,0.0
10.3,23.242,22.998,10.0,0.0,0.0
10.4,23.291,22.998,10.0,0.0,0.0
10.5,23.34,23.047,10.0,0.0,0.0
10.6,23.389,22.998,10.0,0.0,0.0
10.7,23.389,22.998,10.0,0.0,0.0
10.8,23.486,23.047,10.0,0.0,0.0
10.9,23.535,23.047,10.0,0.0,0.0
11.0,23.535,23.047,10.0,0.0,0.0
11.1,23.584,23.047,10.0,0.0,0.0
11.2,23.633,23.047,10.0,0.0,0.0
11.3,23.682,23.047,10.0,0.0,0.0
11.4,23.682,23.047,10.0,0.0,0.0
11.5,23.779,23.047,10.0,0.0,0.0
11.6,23.779,23.047,10.0,0.0,0.0
11.7,23.877,23.047,10.0,0.0,0.0
11.8,23.877,23.047,10.0,0.0,0.0
11.9,23.926,23.047,10.0,0.0,0.0
12.0,23.975,23.047,10.0,0.0,0.0
12.1,24.023,23.047,10.0,0.0,0.0
12.2,24.072,23.047,10.0,0.0,0.0
12.3,24.121,23.047,10.0,0.0,0.0
12.4,24.17,23.047,10.0,0.0,0.0
12.5,24.219,23.047,10.0,0.0,0.0
12.6,24.268,23.047,10.0,0.0,0.0
12.7,24.316,23.096,10.0,0.0,0.0
12.8,24.365,23.096,10.0,0.0,0.0
12.9,24.414,23.047,10.0,0.0,0.0
13.0,24.463,23.096,10.0,0.0,0.0
13.1,24.512,23.047,10.0,0.0,0.0
13.2,24.561,23.096,10.0,0.0,0.0
13.3,24.609,23.096,10.0,0.0,0.0
13.4,24.658,23.096,10.0,0.0,0.0
13.5,24.707,23.096,10.0,0.0,0.0
13.6,24.756,23.096,10.0,0.0,0.0
13.7,24.854,23.096,10.0,0.0,0.0
13.8,24.854,23.096,10.0,0.0,0.0
13.9,24.951,23.096,10.0,0.0,0.0
14.0,25.0,23.145,10.0,0.0,0.0
14.1,25.049,23.096,10.0,0.0,0.0
14.2,25.098,23.096,10.0,0.0,0.0
14.3,25.146,23.096,10.0,0.0,0.0
14.4,25.244,23.096,10.0,0.0,0.0
14.5,25.293,23.145,10.0,0.0,0.0
14.6,25.293,23.096,10.0,0.0,0.0
14.7,25.391,23.145,10.0,0.0,0.0
14.8,25.439,23.145,10.0,0.0,0.0
14.9,25.488,23.145,10.0,0.0,0.0
15.0,25.537,23.145,10.0,0.0,0.0
15.1,25.635,23.145,10.0,0.0,0.0
15.2,25.684,23.145,10.0,0.0,0.0
15.3,25.732,23.145,10.0,0.0,0.0
15.4,25.781,23.145,10.0,0.0,0.0
15.5,25.83,23.145,10.0,0.0,0.0
15.6,25.928,23.193,10.0,0.0,0.0
15.7,26.025,23.193,10.0,0.0,0.0
15.8,26.074,23.193,10.0,0.0,0.0
15.9,26.123,23.193,10.0,0.0,0.0
16.0,26.172,23.193,10.0,0.0,0.0
16.1,26.221,23.193,10.0,0.0,0.0
16.2,26.27,23.193,10.0,0.0,0.0
16.3,26.367,23.193,10.0,0.0,0.0
16.4,26.416,23.193,10.0,0.0,0.0
16.5,26.465,23.193,10.0,0.0,0.0
16.6,26.562,23.242,10.0,0.0,0.0
16.7,26.611,23.193,10.0,0.0,0.0
16.8,26.66,23.242,10.0,0.0,0.0
16.9,26.709,23.242,10.0,0.0,0.0
17.0,26.807,23.242,10.0,0.0,0.0
17.1,26.904,23.242,10.0,0.0,0.0
17.2,26.904,23.242,10.0,0.0,0.0
17.3,27.002,23.242,10.0,0.0,0.0
17.4,27.051,23.242,10.0,0.0,0.0
17.5,27.148,23.291,10.0,0.0,0.0
17.6,27.197,23.291,10.0,0.0,0.0
17.7,27.246,23.291,10.0,0.0,0.0
17.8,27.344,23.34,10.0,0.0,0.0
17.9,27.344,23.291,10.0,0.0,0.0
18.0,27.441,23.291,10.0,0.0,0.0
18.1,27.539,23.34,10.0,0.0,0.0
18.2,27.588,23.34,10.0,0.0,0.0
18.3,27.637,23.291,10.0,0.0,0.0
18.4,27.686,23.34,10.0,0.0,0.0
18.5,27.783,23.34,10.0,0.0,0.0
18.6,27.832,23.34,10.0,0.0,0.0
18.7,27.93,23.389,10.0,0.0,0.0
18.8,27.979,23.389,10.0,0.0,0.0
18.9,28.027,23.389,10.0,0.0,0.0
19.0,28.125,23.389,10.0,0.0,0.0
19.1,28.174,23.389,10.0,0.0,0.0
19.2,28.271,23.438,10.0,0.0,0.0
19.3,28.32,23.389,10.0,0.0,0.0
19.4,28.418,23.438,10.0,0.0,0.0
19.5,28.467,23.438,10.0,0.0,0.0
19.6,28.516,23.438,10.0,0.0,0.0
19.7,28.613,23.438,10.0,0.0,0.0
19.8,28.662,23.438,10.0,0.0,0.0
19.9,28.711,23.486,10.0,0.0,0.0
20.0,28.809,23.486,10.0,0.0,0.0
20.1,28.906,23.535,10.0,0.0,0.0
20.2,28.955,23.486,10.0,0.0,0.0
20.3,29.004,23.535,10.0,0.0,0.0
20.4,29.102,23.535,10.0,0.0,0.0
20.5,29.15,23.535,10.0,0.0,0.0
20.6,29.248,23.535,10.0,0.0,0.0
20.7,29.297,23.535,10.0,0.0,0.0
20.8,29.346,23.584,10.0,0.0,0.0
20.9,29.443,23.584,10.0,0.0,0.0
21.0,29.492,23.584,10.0,0.0,0.0
21.1,29.541,23.584,10.0,0.0,0.0
21.2,29.639,23.584,10.0,0.0,0.0
21.3,29.736,23.633,10.0,0.0,0.0
21.4,29.785,23.633,10.0,0.0,0.0
21.5,29.883,23.633,10.0,0.0,0.0
21.6,29.932,23.682,10.0,0.0,0.0
21.7,30.029,23.682,10.0,0.0,0.0
21.8,30.078,23.682,10.0,0.0,0.0
21.9,30.176,23.73,10.0,0.0,0.0
22.0,30.225,23.73,10.0,0.0,0.0
22.1,30.273,23.73,10.0,0.0,0.0
22.2,30.371,23.73,10.0,0.0,0.0
22.3,30.42,23.73,10.0,0.0,0.0
22.4,30.518,23.779,10.0,0.0,0.0
22.5,30.566,23.779,10.0,0.0,0.0
22.6,30.615,23.779,10.0,0.0,0.0
22.7,30.713,23.779,10.0,0.0,0.0
22.8,30.762,23.779,10.0,0.0,0.0
22.9,30.859,23.779,10.0,0.0,0.0
23.0,30.908,23.828,10.0,0.0,0.0
23.1,30.957,23.828,10.0,0.0,0.0
23.2,31.055,23.828,10.0,0.0,0.0
23.3,31.104,23.877,10.0,0.0,0.0
23.4,31.201,23.877,10.0,0.0,0.0
23.5,31.299,23.926,10.0,0.0,0.0
23.6,31.299,23.877,10.0,0.0,0.0
23.7,31.396,23.877,10.0,0.0,0.0
23.8,31.494,23.926,10.0,0.0,0.0
23.9,31.543,23.926,10.0,0.0,0.0
24.0,31.641,23.975,10.0,0.0,0.0
24.1,31.689,23.975,10.0,0.0,0.0
24.2,31.787,23.975,10.0,0.0,0.0
24.3,31.836,24.023,10.0,0.0,0.0
24.4,31.934,24.023,10.0,0.0,0.0
24.5,31.982,24.023,10.0,0.0,0.0
24.6,32.08,24.072,10.0,0.0,0.0
24.7,32.129,24.072,10.0,0.0,0.0
24.8,32.227,24.121,10.0,0.0,0.0
24.9,32.275,24.072,10.0,0.0,0.0
25.0,32.373,24.121,10.0,0.0,0.0
25.1,32.422,24.121,10.0,0.0,0.0
25.2,32.471,24.121,10.0,0.0,0.0
25.3,32.568,24.17,10.0,0.0,0.0
25.4,32.617,24.17,10.0,0.0,0.0
25.5,32.715,24.17,10.0,0.0,0.0
25.6,32.812,24.219,10.0,0.0,0.0
25.7,32.861,24.219,10.0,0.0,0.0
25.8,32.91,24.219,10.0,0.0,0.0
25.9,33.008,24.268,10.0,0.0,0.0
26.0,33.057,24.268,10.0,0.0,0.0
26.1,33.203,24.316,10.0,0.0,0.0
26.2,33.203,24.316,10.0,0.0,0.0
26.3,33.301,24.316,10.0,0.0,0.0
26.4,33.35,24.365,10.0,0.0,0.0
26.5,33.398,24.365,10.0,0.0,0.0
26.6,33.496,24.365,10.0,0.0,0.0
26.7,33.594,24.414,10.0,0.0,0.0
26.8,33.643,24.414,10.0,0.0,0.0
26.9,33.691,24.414,10.0,0.0,0.0
27.0,33.789,24.414,10.0,0.0,0.0
27.1,33.887,24.463,10.0,0.0,0.0
27.2,33.936,24.512,10.0,0.0,0.0
27.3,34.033,24.512,10.0,0.0,0.0
27.4,34.082,24.512,10.0,0.0,0.0
27.5,34.131,24.561,10.0,0.0,0.0
27.6,34.229,24.561,10.0,0.0,0.0
27.7,34.326,24.561,10.0,0.0,0.0
27.8,34.375,24.609,10.0,0.0,0.0
27.9,34.473,24.609,10.0,0.0,0.0
28.0,34.521,24.658,10.0,0.0,0.0
28.1,34.57,24.658,10.0,0.0,0.0
28.2,34.668,24.707,10.0,0.0,0.0
28.3,34.668,24.658,10.0,0.0,0.0
28.4,34.814,24.707,10.0,0.0,0.0
28.5,34.863,24.707,10.0,0.0,0.0
28.6,34.961,24.756,10.0,0.0,0.0
28.7,35.01,24.756,10.0,0.0,0.0
28.8,35.107,24.805,10.0,0.0,0.0
28.9,35.156,24.854,10.0,0.0,0.0
29.0,35.205,24.854,10.0,0.0,0.0
29.1,35.303,24.854,10.0,0.0,0.0
29.2,35.352,24.854,10.0,0.0,0.0
29.3,35.449,24.902,10.0,0.0,0.0
29.4,35.498,24.951,10.0,0.0,0.0
29.5,35.547,24.951,10.0,0.0,0.0
29.6,35.645,24.951,10.0,0.0,0.0
29.7,35.742,25.0,10.0,0.0,0.0
29.8,35.791,25.0,10.0,0.0,0.0
29.9,35.889,25.049,10.0,0.0,0.0
30.0,35.938,25.049,10.0,0.0,0.0
30.1,36.035,25.098,10.0,0.0,0.0
30.2,36.084,25.098,10.0,0.0,0.0
30.3,36.182,25.098,10.0,0.0,0.0
30.4,36.23,25.146,10.0,0.0,0.0
30.5,36.328,25.146,10.0,0.0,0.0
30.6,36.377,25.195,10.0,0.0,0.0
30.7,36.475,25.195,10.0,0.0,0.0
30.8,36.523,25.244,10.0,0.0,0.0
30.9,36.621,25.244,10.0,0.0,0.0
31.0,36.67,25.244,10.0,0.0,0.0
31.1,36.768,25.293,10.0,0.0,0.0
31.2,36.816,25.293,10.0,0.0,0.0
31.3,36.865,25.342,10.0,0.0,0.0
31.4,36.963,25.391,10.0,0.0,0.0
31.5,37.012,25.391,10.0,0.0,0.0
31.6,37.109,25.391,10.0,0.0,0.0
31.7,37.158,25.439,10.0,0.0,0.0
31.8,37.256,25.439,10.0,0.0,0.0
31.9,37.305,25.488,10.0,0.0,0.0
32.0,37.402,25.488,10.0,0.0,0.0
32.1,37.451,25.488,10.0,0.0,0.0
32.2,37.5,25.537,10.0,0.0,0.0
32.3,37.598,25.586,10.0,0.0,0.0
32.4,37.695,25.635,10.0,0.0,0.0
32.5,37.744,25.635,10.0,0.0,0.0
32.6,37.842,25.635,10.0,0.0,0.0
32.7,37.891,25.684,10.0,0.0,0.0
32.8,37.988,25.684,10.0,0.0,0.0
32.9,38.037,25.732,10.0,0.0,0.0
33.0,38.135,25.781,10.0,0.0,0.0
33.1,38.184,25.732,10.0,0.0,0.0
33.2,38.232,25.781,10.0,0.0,0.0
33.3,38.281,25.83,10.0,0.0,0.0
33.4,38.379,25.83,10.0,0.0,0.0
33.5,38.477,25.879,10.0,0.0,0.0
33.6,38.525,25.928,10.0,0.0,0.0
33.7,38.574,25.928,10.0,0.0,0.0
33.8,38.672,25.977,10.0,0.0,0.0
33.9,38.77,25.977,10.0,0.0,0.0
34.0,38.867,26.025,10.0,0.0,0.0
34.1,38.916,26.025,10.0,0.0,0.0
34.2,38.965,26.074,10.0,0.0,0.0
34.3,39.014,26.074,10.0,0.0,0.0
34.4,39.111,26.123,10.0,0.0,0.0
34.5,39.16,26.123,10.0,0.0,0.0
34.6,39.258,26.172,10.0,0.0,0.0
34.7,39.355,26.172,10.0,0.0,0.0
34.8,39.404,26.221,10.0,0.0,0.0
34.9,39.502,26.27,10.0,0.0,0.0
35.0,39.551,26.27,10.0,0.0,0.0
35.1,39.648,26.318,10.0,0.0,0.0
35.2,39.697,26.318,10.0,0.0,0.0
35.3,39.746,26.367,10.0,0.0,0.0
35.4,39.844,26.416,10.0,0.0,0.0
35.5,39.893,26.367,10.0,0.0,0.0
35.6,39.99,26.465,10.0,0.0,0.0
35.7,40.039,26.465,10.0,0.0,0.0
35.8,40.088,26.514,10.0,0.0,0.0
35.9,40.186,26.562,10.0,0.0,0.0
36.0,40.283,26.562,10.0,0.0,0.0
36.1,40.332,26.562,10.0,0.0,0.0
36.2,40.381,26.611,10.0,0.0,0.0
36.3,40.479,26.66,10.0,0.0,0.0
36.4,40.527,26.66,10.0,0.0,0.0
36.5,40.625,26.709,10.0,0.0,0.0
36.6,40.674,26.709,10.0,0.0,0.0
36.7,40.771,26.758,10.0,0.0,0.0
36.8,40.82,26.807,10.0,0.0,0.0
36.9,40.918,26.855,10.0,0.0,0.0
37.0,40.967,26.855,10.0,0.0,0.0
37.1,41.064,26.904,10.0,0.0,0.0
37.2,41.113,26.904,10.0,0.0,0.0
37.3,41.162,26.953,10.0,0.0,0.0
37.4,41.26,26.953,10.0,0.0,0.0
37.5,41.309,27.002,10.0,0.0,0.0
37.6,41.406,27.051,10.0,0.0,0.0
37.7,41.455,27.051,10.0,0.0,0.0
37.8,41.504,27.1,10.0,0.0,0.0
37.9,41.602,27.148,10.0,0.0,0.0
38.0,41.65,27.148,10.0,0.0,0.0
38.1,41.748,27.197,10.0,0.0,0.0
38.2,41.797,27.197,10.0,0.0,0.0
38.3,41.895,27.246,10.0,0.0,0.0
38.4,41.943,27.295,10.0,0.0,0.0
38.5,42.041,27.344,10.0,0.0,0.0
38.6,42.09,27.344,10.0,0.0,0.0
38.7,42.188,27.393,10.0,0.0,0.0
38.8,42.236,27.393,10.0,0.0,0.0
38.9,42.334,27.441,10.0,0.0,0.0
39.0,42.383,27.49,10.0,0.0,0.0
39.1,42.432,27.49,10.0,0.0,0.0
39.2,42.529,27.539,10.0,0.0,0.0
39.3,42.627,27.588,10.0,0.0,0.0
39.4,42.676,27.588,10.0,0.0,0.0
39.5,42.725,27.637,10.0,0.0,0.0
39.6,42.773,27.686,10.0,0.0,0.0
39.7,42.871,27.686,10.0,0.0,0.0
39.8,42.92,27.734,10.0,0.0,0.0
39.9,43.018,27.783,10.0,0.0,0.0
40.0,43.066,27.783,10.0,0.0,0.0
40.1,43.164,27.832,10.0,0.0,0.0
40.2,43.213,27.881,10.0,0.0,0.0
40.3,43.262,27.881,10.0,0.0,0.0
40.4,43.359,27.93,10.0,0.0,0.0
40.5,43.408,27.979,10.0,0.0,0.0
40.6,43.506,28.027,10.0,0.0,0.0
40.7,43.555,28.027,10.0,0.0,0.0
40.8,43.652,28.076,10.0,0.0,0.0
40.9,43.701,28.076,10.0,0.0,0.0
41.0,43.799,28.174,10.0,0.0,0.0
41.1,43.848,28.174,10.0,0.0,0.0
41.2,43.896,28.223,10.0,0.0,0.0
41.3,43.994,28.223,10.0,0.0,0.0
41.4,44.043,28.223,10.0,0.0,0.0
41.5,44.092,28.32,10.0,0.0,0.0
41.6,44.189,28.369,10.0,0.0,0.0
41.7,44.238,28.32,10.0,0.0,0.0
41.8,44.336,28.418,10.0,0.0,0.0
41.9,44.385,28.467,10.0,0.0,0.0
42.0,44.482,28.467,10.0,0.0,0.0
42.1,44.58,28.516,10.0,0.0,0.0
42.2,44.629,28.564,10.0,0.0,0.0
42.3,44.678,28.564,10.0,0.0,0.0
42.4,44.727,28.613,10.0,0.0,0.0
42.5,44.824,28.662,10.0,0.0,0.0
42.6,44.922,28.711,10.0,0.0,0.0
42.7,44.922,28.711,10.0,0.0,0.0
42.8,45.02,28.76,10.0,0.0,0.0
42.9,45.068,28.76,10.0,0.0,0.0
43.0,45.117,28.809,10.0,0.0,0.0
43.1,45.264,28.906,10.0,0.0,0.0
43.2,45.264,28.857,10.0,0.0,0.0
43.3,45.361,28.906,10.0,0.0,0.0
43.4,45.41,28.955,10.0,0.0,0.0
43.5,45.459,28.955,10.0,0.0,0.0
43.6,45.557,29.004,10.0,0.0,0.0
43.7,45.605,29.053,10.0,0.0,0.0
43.8,45.703,29.102,10.0,0.0,0.0
43.9,45.752,29.15,10.0,0.0,0.0
44.0,45.801,29.15,10.0,0.0,0.0
44.1,45.898,29.199,10.0,0.0,0.0
44.2,45.947,29.199,10.0,0.0,0.0
44.3,46.045,29.297,10.0,0.0,0.0
44.4,46.094,29.297,10.0,0.0,0.0
44.5,46.143,29.346,10.0,0.0,0.0
44.6,46.24,29.395,10.0,0.0,0.0
44.7,46.289,29.395,10.0,0.0,0.0
44.8,46.387,29.492,10.0,0.0,0.0
44.9,46.436,29.541,10.0,0.0,0.0
45.0,46.533,29.541,10.0,0.0,0.0
45.1,46.582,29.59,10.0,0.0,0.0
45.2,46.631,29.59,10.0,0.0,0.0
45.3,46.68,29.639,10.0,0.0,0.0
45.4,46.777,29.688,10.0,0.0,0.0
45.5,46.826,29.736,10.0,0.0,0.0
45.6,46.924,29.785,10.0,0.0,0.0
45.7,46.973,29.785,10.0,0.0,0.0
45.8,47.021,29.834,10.0,0.0,0.0
45.9,47.07,29.883,10.0,0.0,0.0
46.0,47.168,29.932,10.0,0.0,0.0
46.1,47.217,29.932,10.0,0.0,0.0
46.2,47.314,29.98,10.0,0.0,0.0
46.3,47.363,30.029,10.0,0.0,0.0
46.4,47.412,30.029,10.0,0.0,0.0
46.5,47.51,30.127,10.0,0.0,0.0
46.6,47.559,30.127,10.0,0.0,0.0
46.7,47.607,30.176,10.0,0.0,0.0
46.8,47.705,30.225,10.0,0.0,0.0
46.9,47.754,30.225,10.0,0.0,0.0
47.0,47.852,30.322,10.0,0.0,0.0
47.1,47.9,30.322,10.0,0.0,0.0
47.2,47.9,30.322,10.0,0.0,0.0
47.3,47.998,30.42,10.0,0.0,0.0
47.4,48.096,30.42,10.0,0.0,0.0
47.5,48.193,30.518,10.0,0.0,0.0
47.6,48.242,30.518,10.0,0.0,0.0
47.7,48.291,30.566,10.0,0.0,0.0
47.8,48.34,30.615,10.0,0.0,0.0
47.9,48.389,30.615,10.0,0.0,0.0
48.0,48.486,30.664,10.0,0.0,0.0
48.1,48.584,30.713,10.0,0.0,0.0
48.2,48.682,30.762,10.0,0.0,0.0
48.3,48.73,30.811,10.0,0.0,0.0
48.4,48.779,30.859,10.0,0.0,0.0
48.5,48.828,30.908,10.0,0.0,0.0
48.6,48.926,30.957,10.0,0.0,0.0
48.7,48.975,30.957,10.0,0.0,0.0
48.8,49.023,31.006,10.0,0.0,0.0
48.9,49.121,31.055,10.0,0.0,0.0
49.0,49.17,31.104,10.0,0.0,0.0
49.1,49.219,31.104,10.0,0.0,0.0
49.2,49.316,31.152,10.0,0.0,0.0
49.3,49.365,31.201,10.0,0.0,0.0
49.4,49.463,31.25,10.0,0.0,0.0
49.5,49.512,31.299,10.0,0.0,0.0
49.6,49.609,31.348,10.0,0.0,0.0
49.7,49.609,31.396,10.0,0.0,0.0
49.8,49.707,31.445,10.0,0.0,0.0
49.9,49.756,31.445,10.0,0.0,0.0
50.0,49.854,31.494,10.0,0.0,0.0
50.1,49.902,31.543,10.0,0.0,0.0
50.2,49.951,31.592,10.0,0.0,0.0
50.3,50.049,31.641,10.0,0.0,0.0
50.4,50.098,31.641,10.0,0.0,0.0
50.5,50.195,31.738,10.0,0.0,0.0
50.6,50.195,31.738,10.0,0.0,0.0
50.7,50.293,31.787,10.0,0.0,0.0
50.8,50.391,31.836,10.0,0.0,0.0
50.9,50.439,31.885,10.0,0.0,0.0
51.0,50.488,31.934,10.0,0.0,0.0
51.1,50.537,31.982,10.0,0.0,0.0
51.2,50.586,31.982,10.0,0.0,0.0
51.3,50.684,32.031,10.0,0.0,0.0
51.4,50.732,32.08,10.0,0.0,0.0
51.5,50.83,32.129,10.0,0.0,0.0
51.6,50.879,32.178,10.0,0.0,0.0
51.7,50.928,32.227,10.0,0.0,0.0
51.8,50.977,32.275,10.0,0.0,0.0
51.9,51.074,32.275,10.0,0.0,0.0
52.0,51.123,32.324,10.0,0.0,0.0
52.1,51.172,32.373,10.0,0.0,0.0
52.2,51.27,32.422,10.0,0.0,0.0
52.3,51.318,32.471,10.0,0.0,0.0
52.4,51.367,32.52,10.0,0.0,0.0
52.5,51.465,32.568,10.0,0.0,0.0
52.6,51.514,32.617,10.0,0.0,0.0
52.7,51.611,32.617,10.0,0.0,0.0
52.8,51.66,32.715,10.0,0.0,0.0
52.9,51.758,32.715,10.0,0.0,0.0
53.0,51.709,32.715,10.0,0.0,0.0
53.1,51.807,32.812,10.0,0.0,0.0
53.2,51.904,32.861,10.0,0.0,0.0
53.3,52.002,32.91,10.0,0.0,0.0
53.4,52.051,32.959,10.0,0.0,0.0
53.5,52.1,32.959,10.0,0.0,0.0
53.6,52.197,33.008,10.0,0.0,0.0
53.7,52.246,33.057,10.0,0.0,0.0
53.8,52.295,33.105,10.0,0.0,0.0
53.9,52.344,33.154,10.0,0.0,0.0
54.0,52.441,33.252,10.0,0.0,0.0
54.1,52.49,33.252,10.0,0.0,0.0
54.2,52.539,33.301,10.0,0.0,0.0
54.3,52.637,33.35,10.0,0.0,0.0
54.4,52.637,33.35,10.0,0.0,0.0
54.5,52.734,33.398,10.0,0.0,0.0
54.6,52.832,33.447,10.0,0.0,0.0
54.7,52.881,33.496,10.0,0.0,0.0
54.8,52.93,33.545,10.0,0.0,0.0
54.9,53.027,33.643,10.0,0.0,0.0
55.0,53.076,33.643,10.0,0.0,0.0
55.1,53.125,33.691,10.0,0.0,0.0
55.2,53.174,33.74,10.0,0.0,0.0
55.3,53.271,33.789,10.0,0.0,0.0
55.4,53.32,33.838,10.0,0.0,0.0
55.5,53.369,33.838,10.0,0.0,0.0
55.6,53.418,33.936,10.0,0.0,0.0
55.7,53.516,33.936,10.0,0.0,0.0
55.8,53.516,33.984,10.0,0.0,0.0
55.9,53.613,34.033,10.0,0.0,0.0
56.0,53.662,34.082,10.0,0.0,0.0
56.1,53.76,34.131,10.0,0.0,0.0
56.2,53.809,34.18,10.0,0.0,0.0
56.3,53.906,34.229,10.0,0.0,0.0
56.4,53.955,34.277,10.0,0.0,0.0
56.5,54.004,34.326,10.0,0.0,0.0
56.6,54.102,34.375,10.0,0.0,0.0
56.7,54.102,34.424,10.0,0.0,0.0
56.8,54.199,34.473,10.0,0.0,0.0
56.9,54.248,34.521,10.0,0.0,0.0
57.0,54.297,34.521,10.0,0.0,0.0
57.1,54.395,34.57,10.0,0.0,0.0
57.2,54.443,34.619,10.0,0.0,0.0
57.3,54.492,34.668,10.0,0.0,0.0
57.4,54.59,34.717,10.0,0.0,0.0
57.5,54.639,34.766,10.0,0.0,0.0
57.6,54.736,34.814,10.0,0.0,0.0
57.7,54.785,34.863,10.0,0.0,0.0
57.8,54.834,34.912,10.0,0.0,0.0
