Time (s),T1 (°C),T2 (°C),Heater Input (V),Fan Input (V),Vane Input (V)
5.2,22.461,23.34,0.0,10.0,0.0
5.3,22.51,23.389,0.0,10.0,0.0
5.4,22.412,23.291,0.0,10.0,0.0
5.5,22.412,23.291,0.0,10.0,0.0
5.6,22.461,23.34,0.0,10.0,0.0
5.7,22.412,23.291,0.0,10.0,0.0
5.8,22.412,23.291,0.0,10.0,0.0
5.9,22.51,23.389,0.0,10.0,0.0
6.0,22.461,23.34,0.0,10.0,0.0
6.1,22.461,23.34,0.0,10.0,0.0
6.2,22.412,23.291,0.0,10.0,0.0
6.3,22.461,23.34,0.0,10.0,0.0
6.4,22.412,23.291,0.0,10.0,0.0
6.5,22.461,23.34,0.0,10.0,0.0
6.6,22.461,23.34,0.0,10.0,0.0
6.7,22.461,23.34,0.0,10.0,0.0
6.8,22.461,23.34,0.0,10.0,0.0
6.9,22.412,23.291,0.0,10.0,0.0
7.0,22.412,23.34,0.0,10.0,0.0
7.1,22.461,23.34,0.0,10.0,0.0
7.2,22.461,23.34,0.0,10.0,0.0
7.3,22.412,23.291,0.0,10.0,0.0
7.4,22.461,23.34,0.0,10.0,0.0
7.5,22.461,23.34,0.0,10.0,0.0
7.6,22.412,23.291,0.0,10.0,0.0
7.7,22.412,23.242,0.0,10.0,0.0
7.8,22.461,23.34,0.0,10.0,0.0
7.9,22.412,23.291,0.0,10.0,0.0
8.0,22.461,23.34,0.0,10.0,0.0
8.1,22.461,23.291,0.0,10.0,0.0
8.2,22.51,23.389,0.0,10.0,0.0
8.3,22.412,23.291,0.0,10.0,0.0
8.4,22.461,23.34,0.0,10.0,0.0
8.5,22.461,23.34,0.0,10.0,0.0
8.6,22.461,23.291,0.0,10.0,0.0
8.7,22.51,23.389,0.0,10.0,0.0
8.8,22.412,23.34,0.0,10.0,0.0
8.9,22.461,23.34,0.0,10.0,0.0
9.0,22.461,23.34,0.0,10.0,0.0
9.1,22.461,23.34,0.0,10.0,0.0
9.2,22.412,23.291,0.0,10.0,0.0
9.3,22.461,23.34,0.0,10.0,0.0
9.4,22.412,23.34,0.0,10.0,0.0
9.5,22.412,23.291,0.0,10.0,0.0
9.6,22.461,23.34,0.0,10.0,0.0
9.7,22.461,23.291,0.0,10.0,0.0
9.8,22.412,23.291,0.0,10.0,0.0
9.9,22.461,23.34,0.0,10.0,0.0
10.0,22.412,23.291,0.0,10.0,0.0
10.1,22.412,23.242,0.0,10.0,0.0
10.2,22.461,23.34,0.0,10.0,0.0
10.3,22.412,23.291,0.0,10.0,0.0
10.4,22.412,23.291,0.0,10.0,0.0
10.5,22.461,23.34,0.0,10.0,0.0
10.6,22.461,23.291,0.0,10.0,0.0
10.7,22.412,23.291,0.0,10.0,0.0
10.8,22.461,23.34,0.0,10.0,0.0
10.9,22.412,23.291,0.0,10.0,0.0
11.0,22.412,23.291,0.0,10.0,0.0
11.1,22.461,23.34,0.0,10.0,0.0
11.2,22.412,23.291,0.0,10.0,0.0
11.3,22.412,23.291,0.0,10.0,0.0
11.4,22.461,23.34,0.0,10.0,0.0
11.5,22.461,23.291,0.0,10.0,0.0
11.6,22.412,23.291,0.0,10.0,0.0
11.7,22.461,23.34,0.0,10.0,0.0
11.8,22.461,23.34,0.0,10.0,0.0
11.9,22.412,23.291,0.0,10.0,0.0
12.0,22.461,23.34,0.0,10.0,0.0
12.1,22.412,23.291,0.0,10.0,0.0
12.2,22.412,23.291,0.0,10.0,0.0
12.3,22.363,23.242,0.0,10.0,0.0
12.4,22.461,23.34,0.0,10.0,0.0
12.5,22.412,23.291,0.0,10.0,0.0
12.6,22.461,23.291,0.0,10.0,0.0
12.7,22.412,23.291,0.0,10.0,0.0
12.8,22.412,23.291,0.0,10.0,0.0
12.9,22.412,23.291,0.0,10.0,0.0
13.0,22.461,23.34,0.0,10.0,0.0
13.1,22.412,23.291,0.0,10.0,0.0
13.2,22.412,23.291,0.0,10.0,0.0
13.3,22.461,23.34,0.0,10.0,0.0
13.4,22.412,23.291,0.0,10.0,0.0
13.5,22.412,23.291,0.0,10.0,0.0
13.6,22.461,23.34,0.0,10.0,0.0
13.7,22.412,23.291,0.0,10.0,0.0
13.8,22.412,23.291,0.0,10.0,0.0
13.9,22.461,23.34,0.0,10.0,0.0
14.0,22.412,23.291,0.0,10.0,0.0
14.1,22.412,23.291,0.0,10.0,0.0
14.2,22.461,23.34,0.0,10.0,0.0
14.3,22.412,23.291,0.0,10.0,0.0
14.4,22.412,23.291,0.0,10.0,0.0
14.5,22.461,23.291,0.0,10.0,0.0
14.6,22.461,23.291,0.0,10.0,0.0
14.7,22.412,23.291,0.0,10.0,0.0
14.8,22.363,23.242,0.0,10.0,0.0
14.9,22.461,23.291,0.0,10.0,0.0
15.0,22.412,23.291,0.0,10.0,0.0
15.1,22.412,23.291,0.0,10.0,0.0
15.2,22.412,23.291,0.0,10.0,0.0
15.3,22.412,23.291,0.0,10.0,0.0
15.4,22.412,23.291,0.0,10.0,0.0
15.5,22.461,23.291,0.0,10.0,0.0
15.6,22.412,23.242,0.0,10.0,0.0
15.7,22.412,23.291,0.0,10.0,0.0
15.8,22.412,23.291,0.0,10.0,0.0
15.9,22.412,23.291,0.0,10.0,0.0
16.0,22.412,23.291,0.0,10.0,0.0
16.1,22.461,23.291,0.0,10.0,0.0
16.2,22.412,23.291,0.0,10.0,0.0
16.3,22.412,23.291,0.0,10.0,0.0
16.4,22.412,23.291,0.0,10.0,0.0
16.5,22.412,23.291,0.0,10.0,0.0
16.6,22.412,23.242,0.0,10.0,0.0
16.7,22.412,23.291,0.0,10.0,0.0
16.8,22.412,23.291,0.0,10.0,0.0
16.9,22.412,23.291,0.0,10.0,0.0
17.0,22.461,23.291,0.0,10.0,0.0
17.1,22.412,23.291,0.0,10.0,0.0
17.2,22.412,23.242,0.0,10.0,0.0
17.3,22.461,23.291,0.0,10.0,0.0
17.4,22.412,23.291,0.0,10.0,0.0
17.5,22.412,23.242,0.0,10.0,0.0
17.6,22.412,23.291,0.0,10.0,0.0
17.7,22.412,23.291,0.0,10.0,0.0
17.8,22.412,23.242,0.0,10.0,0.0
17.9,22.412,23.242,0.0,10.0,0.0
18.0,22.412,23.291,0.0,10.0,0.0
18.1,22.412,23.291,0.0,10.0,0.0
18.2,22.412,23.291,0.0,10.0,0.0
18.3,22.412,23.291,0.0,10.0,0.0
18.4,22.412,23.291,0.0,10.0,0.0
18.5,22.461,23.291,0.0,10.0,0.0
18.6,22.412,23.291,0.0,10.0,0.0
18.7,22.412,23.242,0.0,10.0,0.0
18.8,22.412,23.291,0.0,10.0,0.0
18.9,22.412,23.242,0.0,10.0,0.0
19.0,22.412,23.242,0.0,10.0,0.0
19.1,22.412,23.291,0.0,10.0,0.0
19.2,22.412,23.242,0.0,10.0,0.0
19.3,22.412,23.291,0.0,10.0,0.0
19.4,22.412,23.291,0.0,10.0,0.0
19.5,22.412,23.291,0.0,10.0,0.0
19.6,22.412,23.242,0.0,10.0,0.0
19.7,22.412,23.291,0.0,10.0,0.0
19.8,22.412,23.291,0.0,10.0,0.0
19.9,22.461,23.34,0.0,10.0,0.0
20.0,22.412,23.242,0.0,10.0,0.0
20.1,22.412,23.291,0.0,10.0,0.0
20.2,22.412,23.291,0.0,10.0,0.0
20.3,22.412,23.242,0.0,10.0,0.0
20.4,22.412,23.291,0.0,10.0,0.0
20.5,22.412,23.242,0.0,10.0,0.0
20.6,22.412,23.291,0.0,10.0,0.0
20.7,22.461,23.291,0.0,10.0,0.0
20.8,22.412,23.242,0.0,10.0,0.0
20.9,22.412,23.291,0.0,10.0,0.0
21.0,22.412,23.291,0.0,10.0,0.0
21.1,22.412,23.242,0.0,10.0,0.0
21.2,22.412,23.291,0.0,10.0,0.0
21.3,22.412,23.291,0.0,10.0,0.0
21.4,22.412,23.291,0.0,10.0,0.0
21.5,22.363,23.242,0.0,10.0,0.0
21.6,22.412,23.291,0.0,10.0,0.0
21.7,22.363,23.242,0.0,10.0,0.0
21.8,22.461,23.291,0.0,10.0,0.0
21.9,22.412,23.291,0.0,10.0,0.0
22.0,22.412,23.242,0.0,10.0,0.0
22.1,22.461,23.291,0.0,10.0,0.0
22.2,22.412,23.291,0.0,10.0,0.0
22.3,22.412,23.291,0.0,10.0,0.0
22.4,22.461,23.291,0.0,10.0,0.0
22.5,22.412,23.291,0.0,10.0,0.0
22.6,22.412,23.242,0.0,10.0,0.0
22.7,22.412,23.242,0.0,10.0,0.0
22.8,22.412,23.242,0.0,10.0,0.0
22.9,22.412,23.291,0.0,10.0,0.0
23.0,22.412,23.291,0.0,10.0,0.0
23.1,22.363,23.242,0.0,10.0,0.0
23.2,22.461,23.291,0.0,10.0,0.0
23.3,22.412,23.291,0.0,10.0,0.0
23.4,22.412,23.242,0.0,10.0,0.0
23.5,22.412,23.242,0.0,10.0,0.0
23.6,22.412,23.291,0.0,10.0,0.0
23.7,22.412,23.242,0.0,10.0,0.0
23.8,22.412,23.291,0.0,10.0,0.0
23.9,22.412,23.242,0.0,10.0,0.0
24.0,22.412,23.291,0.0,10.0,0.0
24.1,22.412,23.291,0.0,10.0,0.0
24.2,22.412,23.291,0.0,10.0,0.0
24.3,22.412,23.242,0.0,10.0,0.0
24.4,22.412,23.291,0.0,10.0,0.0
24.5,22.412,23.242,0.0,10.0,0.0
24.6,22.412,23.291,0.0,10.0,0.0
24.7,22.412,23.291,0.0,10.0,0.0
24.8,22.412,23.242,0.0,10.0,0.0
24.9,22.412,23.291,0.0,10.0,0.0
25.0,22.412,23.291,0.0,10.0,0.0
25.1,22.412,23.291,0.0,10.0,0.0
25.2,22.412,23.291,0.0,10.0,0.0
25.3,22.412,23.291,0.0,10.0,0.0
25.4,22.412,23.242,0.0,10.0,0.0
25.5,22.363,23.242,0.0,10.0,0.0
25.6,22.412,23.242,0.0,10.0,0.0
25.7,22.412,23.242,0.0,10.0,0.0
25.8,22.363,23.242,0.0,10.0,0.0
25.9,22.412,23.242,0.0,10.0,0.0
26.0,22.412,23.242,0.0,10.0,0.0
26.1,22.412,23.291,0.0,10.0,0.0
26.2,22.461,23.291,0.0,10.0,0.0
26.3,22.412,23.242,0.0,10.0,0.0
26.4,22.363,23.242,0.0,10.0,0.0
26.5,22.363,23.242,0.0,10.0,0.0
26.6,22.412,23.242,0.0,10.0,0.0
26.7,22.412,23.242,0.0,10.0,0.0
26.8,22.412,23.242,0.0,10.0,0.0
26.9,22.412,23.242,0.0,10.0,0.0
27.0,22.363,23.242,0.0,10.0,0.0
27.1,22.412,23.242,0.0,10.0,0.0
27.2,22.412,23.291,0.0,10.0,0.0
27.3,22.412,23.242,0.0,10.0,0.0
27.4,22.412,23.242,0.0,10.0,0.0
27.5,22.412,23.242,0.0,10.0,0.0
27.6,22.412,23.291,0.0,10.0,0.0
27.7,22.363,23.242,0.0,10.0,0.0
27.8,22.412,23.242,0.0,10.0,0.0
27.9,22.412,23.242,0.0,10.0,0.0
28.0,22.363,23.242,0.0,10.0,0.0
28.1,22.363,23.242,0.0,10.0,0.0
28.2,22.412,23.242,0.0,10.0,0.0
28.3,22.412,23.242,0.0,10.0,0.0
28.4,22.363,23.242,0.0,10.0,0.0
28.5,22.412,23.242,0.0,10.0,0.0
28.6,22.412,23.291,0.0,10.0,0.0
28.7,22.363,23.193,0.0,10.0,0.0
28.8,22.363,23.242,0.0,10.0,0.0
28.9,22.412,23.242,0.0,10.0,0.0
29.0,22.412,23.242,0.0,10.0,0.0
29.1,22.412,23.242,0.0,10.0,0.0
29.2,22.412,23.291,0.0,10.0,0.0
29.3,22.363,23.242,0.0,10.0,0.0
29.4,22.363,23.242,0.0,10.0,0.0
29.5,22.412,23.242,0.0,10.0,0.0
29.6,22.412,23.242,0.0,10.0,0.0
29.7,22.363,23.242,0.0,10.0,0.0
29.8,22.412,23.242,0.0,10.0,0.0
29.9,22.461,23.291,0.0,10.0,0.0
30.0,22.363,23.242,0.0,10.0,0.0
30.1,22.363,23.242,0.0,10.0,0.0
30.2,22.412,23.291,0.0,10.0,0.0
30.3,22.363,23.242,0.0,10.0,0.0
30.4,22.363,23.193,0.0,10.0,0.0
30.5,22.412,23.291,0.0,10.0,0.0
30.6,22.412,23.242,0.0,10.0,0.0
30.7,22.363,23.242,0.0,10.0,0.0
30.8,22.363,23.242,0.0,10.0,0.0
30.9,22.412,23.291,0.0,10.0,0.0
31.0,22.412,23.242,0.0,10.0,0.0
31.1,22.412,23.242,0.0,10.0,0.0
31.2,22.412,23.242,0.0,10.0,0.0
31.3,22.363,23.242,0.0,10.0,0.0
31.4,22.412,23.242,0.0,10.0,0.0
31.5,22.412,23.291,0.0,10.0,0.0
31.6,22.363,23.193,0.0,10.0,0.0
31.7,22.412,23.242,0.0,10.0,0.0
31.8,22.412,23.291,0.0,10.0,0.0
31.9,22.412,23.242,0.0,10.0,0.0
32.0,22.412,23.242,0.0,10.0,0.0
32.1,22.461,23.291,0.0,10.0,0.0
32.2,22.412,23.242,0.0,10.0,0.0
32.3,22.363,23.242,0.0,10.0,0.0
32.4,22.461,23.291,0.0,10.0,0.0
32.5,22.412,23.242,0.0,10.0,0.0
32.6,22.363,23.242,0.0,10.0,0.0
32.7,22.363,23.193,0.0,10.0,0.0
32.8,22.412,23.242,0.0,10.0,0.0
32.9,22.412,23.242,0.0,10.0,0.0
33.0,22.412,23.242,0.0,10.0,0.0
33.1,22.412,23.242,0.0,10.0,0.0
33.2,22.412,23.242,0.0,10.0,0.0
33.3,22.412,23.242,0.0,10.0,0.0
33.4,22.412,23.291,0.0,10.0,0.0
33.5,22.461,23.291,0.0,10.0,0.0
33.6,22.412,23.242,0.0,10.0,0.0
33.7,22.412,23.242,0.0,10.0,0.0
33.8,22.412,23.291,0.0,10.0,0.0
33.9,22.412,23.242,0.0,10.0,0.0
34.0,22.412,23.242,0.0,10.0,0.0
34.1,22.412,23.291,0.0,10.0,0.0
34.2,22.412,23.291,0.0,10.0,0.0
34.3,22.412,23.242,0.0,10.0,0.0
34.4,22.412,23.242,0.0,10.0,0.0
34.5,22.412,23.291,0.0,10.0,0.0
34.6,22.412,23.242,0.0,10.0,0.0
34.7,22.412,23.242,0.0,10.0,0.0
34.8,22.412,23.291,0.0,10.0,0.0
34.9,22.412,23.242,0.0,10.0,0.0
35.0,22.412,23.242,0.0,10.0,0.0
35.1,22.412,23.291,0.0,10.0,0.0
35.2,22.412,23.242,0.0,10.0,0.0
35.3,22.363,23.193,0.0,10.0,0.0
35.4,22.412,23.242,0.0,10.0,0.0
35.5,22.412,23.242,0.0,10.0,0.0
35.6,22.412,23.242,0.0,10.0,0.0
35.7,22.412,23.291,0.0,10.0,0.0
35.8,22.461,23.291,0.0,10.0,0.0
35.9,22.412,23.242,0.0,10.0,0.0
36.0,22.412,23.242,0.0,10.0,0.0
36.1,22.412,23.242,0.0,10.0,0.0
36.2,22.412,23.242,0.0,10.0,0.0
36.3,22.412,23.291,0.0,10.0,0.0
36.4,22.412,23.291,0.0,10.0,0.0
